popmap,sequence_id,type,sample_id,landrace,latitude,longitude,sample_date,regions,subregions
pop215,P3S58ID079,Domesticated,000218,Dare,8.506388641,38.00035547,25/01/2018,Oromia,South West Shewa
pop216,P3S59ID911,Domesticated,000251,Unnamed,9.018652539,37.40794217,25/10/2018,Oromia,West Shewa
pop217,P3S5ID467,Domesticated,000147,Yefurenzir,NA,NA,30/08/2018,NA,NA
pop218,P3S60ID912,Semi-domesticated,000252,Unnamed (semi-domesticated),9.018642897,37.4079069,25/10/2018,Oromia,West Shewa
pop219,P3S61ID553,Semi-domesticated,000173,Unnamed (semi-domesticated),7.024313461,39.98003245,25/03/2018,Oromia,Bale
pop220,P3S62ID554,Semi-domesticated,000174,Unnamed (semi-domesticated),7.024346413,39.98003124,25/03/2018,Oromia,Bale
pop221,P3S63ID490,Domesticated,000156,Worsaife,6.318693065,37.56676569,17/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop222,P3S64ID681,Domesticated,000209,Dumo,6.474434844,38.32462055,06/04/2018,Southern Nations Nationalities and Peoples,Sidama
pop223,P3S65ID831,Domesticated,000225,Gopo,5.929357032,37.29643476,19/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop224,P3S66ID871,Domesticated,000240,Kokazo,6.010872097,37.26162055,20/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop225,P3S68ID877,Domesticated,000241,Oysie,5.907960196,37.30957281,19/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop226,P3S69ID849,Domesticated,000234,Chade,6.190202888,37.57393247,18/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop227,P3S6ID468,Domesticated,000148,Kenbatiy,NA,NA,30/08/2018,NA,NA
pop228,P3S70ID337,Domesticated,000093,Awolcho,6.558652917,38.52735935,23/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop229,P3S71ID111,Domesticated,000008,Benjo,7.010104124,38.72123252,20/03/2018,Oromia,West Arsi
pop230,P3S72ID823,Domesticated,000221,Bonozo,5.940946992,37.28932598,19/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop231,P3S73ID302,Domesticated,000080,Bua,8.200868019,37.80187134,04/02/2018,Southern Nations Nationalities and Peoples,Gurage
pop232,P3S74ID128,Domesticated,000014,Bullancho,6.93886114,38.52331807,20/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop233,P3S75ID842,Domesticated,000231,Bundo,5.940714028,37.28936421,19/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop234,P3S76ID826,Domesticated,000223,Charga,5.940546957,37.28860667,19/10/2018,Southern Nations Nationalities and Peoples,Gamo Gofa
pop235,P3S77ID524,Domesticated,000167,Hankona,7.01732387,38.72661338,20/03/2018,Oromia,West Arsi
pop236,P3S78ID588,Domesticated,000179,Chacho,6.568893444,38.39674678,06/04/2018,Southern Nations Nationalities and Peoples,Sidama
pop237,P3S79ID602,Domesticated,000184,Astara South,6.137624961,38.19976433,04/04/2018,Southern Nations Nationalities and Peoples,Gedeo
pop238,P3S7ID469,Domesticated,000149,Fereziye,NA,NA,30/08/2018,NA,NA
pop239,P3S80ID518,Domesticated,000164,Ganticha,6.985163743,38.52433225,19/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop240,P3S81ID277,Domesticated,000066,Torora,6.549366245,38.50394745,22/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop241,P3S82ID892,Domesticated,000245,Awugne,7.962393364,36.50749251,24/10/2018,Oromia,Jimma
pop242,P3S83ID140,Domesticated,000020,Guariye,8.19678863,37.81074408,04/02/2018,Southern Nations Nationalities and Peoples,Gurage
pop243,P3S84ID227,Domesticated,000050,Yeshifere,8.386508944,37.8608542,02/02/2018,Oromia,South West Shewa
pop244,P3S85ID909,Wild,000249,Wild (East Wellega),8.717559704,36.47079916,NA,Oromia,East Wellega
pop245,P3S86ID910,Wild,000250,Wild (East Wellega),8.717482601,36.47075741,NA,Oromia,East Wellega
pop246,P3S87ID010,Wild,000001,Wild (Bench Maji),6.536185,35.48835,NA,Southern Nations Nationalities and Peoples,Bench Maji
pop247,P3S88ID883,Wild,000243,Wild (Ilubabor),8.131199673,36.45686155,NA,Oromia,Ilubabor
pop248,P3S89ID887,Wild,000244,Wild (Ilubabor),8.130827574,36.45648249,NA,Oromia,Ilubabor
pop249,P3S8ID437,Domesticated,000136,Mashile,NA,NA,30/08/2018,NA,NA
pop250,P3S9ID436,Domesticated,000135,Lemat,NA,NA,30/08/2018,NA,NA
